plf;numero;annee;statut;montant;unite;montant_meur;chiffrage;montant_brut
2011;040101;2009;realisation;;MEUR;;sans_objet;-
2011;040101;2010;prevision;;MEUR;;sans_objet;-
2012;040101;2010;realisation;;MEUR;;sans_objet;-
2011;040101;2011;prevision_plf;8;MEUR;8;chiffre;8
2012;040101;2011;prevision;12;MEUR;12;chiffre;12
2013;040101;2011;realisation;12;MEUR;12;chiffre;12
2012;040101;2012;prevision_plf;12;MEUR;12;chiffre;12
2013;040101;2012;prevision;6;MEUR;6;chiffre;6
2014;040101;2012;realisation;6;MEUR;6;chiffre;6
2013;040101;2013;prevision_plf;;MEUR;;nc;nc
2014;040101;2013;prevision;5;MEUR;5;chiffre;5
2015;040101;2013;realisation;5;MEUR;5;chiffre;5
2014;040101;2014;prevision_plf;;MEUR;;nc;nc
2015;040101;2014;prevision;3;MEUR;3;chiffre;3
2016;040101;2014;realisation;3;MEUR;3;chiffre;3
2015;040101;2015;prevision_plf;;MEUR;;nc;nc
2016;040101;2015;prevision;2;MEUR;2;chiffre;2
2017;040101;2015;realisation;2;MEUR;2;chiffre;2
2016;040101;2016;prevision_plf;;MEUR;;nc;nc
2017;040101;2016;prevision;1;MEUR;1;chiffre;1
2018;040101;2016;realisation;1;MEUR;1;chiffre;1
2017;040101;2017;prevision_plf;;MEUR;;nc;nc
2018;040101;2017;prevision;0;MEUR;0;epsilon;ε
2019;040101;2017;realisation;0;MEUR;0;epsilon;ε
2018;040101;2018;prevision_plf;;MEUR;;nc;nc
2019;040101;2018;prevision;0;MEUR;0;epsilon;ε
2020;040101;2018;realisation;0;MEUR;0;epsilon;ε
2019;040101;2019;prevision_plf;;MEUR;;nc;nc
2020;040101;2019;prevision;0;MEUR;0;epsilon;ε
2021;040101;2019;realisation;0;MEUR;0;epsilon;ε
2020;040101;2020;prevision_plf;0;MEUR;0;epsilon;ε
2021;040101;2020;prevision;0;MEUR;0;epsilon;ε
2022;040101;2020;realisation;0;MEUR;0;epsilon;ε
2021;040101;2021;prevision_plf;0;MEUR;0;epsilon;ε
2022;040101;2021;prevision;0;MEUR;0;epsilon;ε
2023;040101;2021;realisation;0;MEUR;0;epsilon;ε
2022;040101;2022;prevision_plf;0;MEUR;0;epsilon;ε
2023;040101;2022;prevision;0;MEUR;0;epsilon;ε
2024;040101;2022;realisation;0;MEUR;0;epsilon;ε
2023;040101;2023;prevision_plf;2;MEUR;2;chiffre;2
2024;040101;2023;prevision;2;MEUR;2;chiffre;2
2025;040101;2023;realisation;2;MEUR;2;chiffre;2
2024;040101;2024;prevision_plf;1;MEUR;1;chiffre;1
2025;040101;2024;prevision;1;MEUR;1;chiffre;1
2025;040101;2025;prevision_plf;1;MEUR;1;chiffre;1
2011;040102;2009;realisation;;MEUR;;sans_objet;-
2011;040102;2010;prevision;;MEUR;;sans_objet;-
2012;040102;2010;realisation;;MEUR;;sans_objet;-
2011;040102;2011;prevision_plf;5;MEUR;5;chiffre;5
2012;040102;2011;prevision;3;MEUR;3;chiffre;3
2013;040102;2011;realisation;3;MEUR;3;chiffre;3
2012;040102;2012;prevision_plf;3;MEUR;3;chiffre;3
2013;040102;2012;prevision;0;MEUR;0;epsilon;ε
2014;040102;2012;realisation;0;MEUR;0;epsilon;ε
2013;040102;2013;prevision_plf;;MEUR;;nc;nc
2014;040102;2013;prevision;0;MEUR;0;epsilon;ε
2015;040102;2013;realisation;0;MEUR;0;epsilon;ε
2014;040102;2014;prevision_plf;;MEUR;;nc;nc
2015;040102;2014;prevision;0;MEUR;0;epsilon;ε
2016;040102;2014;realisation;0;MEUR;0;epsilon;ε
2015;040102;2015;prevision_plf;0;MEUR;0;epsilon;ε
2016;040102;2015;prevision;;MEUR;;sans_objet;-
2016;040102;2016;prevision_plf;;MEUR;;sans_objet;-
2011;040103;2009;realisation;;MEUR;;sans_objet;-
2011;040103;2010;prevision;;MEUR;;sans_objet;-
2012;040103;2010;realisation;;MEUR;;sans_objet;-
2011;040103;2011;prevision_plf;5;MEUR;5;chiffre;5
2012;040103;2011;prevision;1;MEUR;1;chiffre;1
2013;040103;2011;realisation;1;MEUR;1;chiffre;1
2012;040103;2012;prevision_plf;1;MEUR;1;chiffre;1
2013;040103;2012;prevision;1;MEUR;1;chiffre;1
2014;040103;2012;realisation;1;MEUR;1;chiffre;1
2013;040103;2013;prevision_plf;;MEUR;;sans_objet;-
2014;040103;2013;prevision;;MEUR;;sans_objet;-
2014;040103;2014;prevision_plf;;MEUR;;sans_objet;-
2011;040105;2009;realisation;;MEUR;;sans_objet;-
2011;040105;2010;prevision;;MEUR;;sans_objet;-
2012;040105;2010;realisation;;MEUR;;sans_objet;-
2011;040105;2011;prevision_plf;15;MEUR;15;chiffre;15
2012;040105;2011;prevision;4;MEUR;4;chiffre;4
2013;040105;2011;realisation;4;MEUR;4;chiffre;4
2012;040105;2012;prevision_plf;4;MEUR;4;chiffre;4
2013;040105;2012;prevision;0;MEUR;0;epsilon;ε
2014;040105;2012;realisation;0;MEUR;0;epsilon;ε
2013;040105;2013;prevision_plf;;MEUR;;nc;nc
2014;040105;2013;prevision;0;MEUR;0;epsilon;ε
2015;040105;2013;realisation;0;MEUR;0;epsilon;ε
2014;040105;2014;prevision_plf;;MEUR;;nc;nc
2015;040105;2014;prevision;0;MEUR;0;epsilon;ε
2016;040105;2014;realisation;0;MEUR;0;epsilon;ε
2015;040105;2015;prevision_plf;0;MEUR;0;epsilon;ε
2016;040105;2015;prevision;0;MEUR;0;epsilon;ε
2017;040105;2015;realisation;0;MEUR;0;epsilon;ε
2016;040105;2016;prevision_plf;0;MEUR;0;epsilon;ε
2017;040105;2016;prevision;0;MEUR;0;chiffre;0
2018;040105;2016;realisation;0;MEUR;0;chiffre;0
2017;040105;2017;prevision_plf;;MEUR;;nc;nc
2018;040105;2017;prevision;0;MEUR;0;epsilon;ε
2019;040105;2017;realisation;0;MEUR;0;epsilon;ε
2018;040105;2018;prevision_plf;;MEUR;;nc;nc
2019;040105;2018;prevision;0;MEUR;0;epsilon;ε
2020;040105;2018;realisation;0;MEUR;0;epsilon;ε
2019;040105;2019;prevision_plf;;MEUR;;nc;nc
2020;040105;2019;prevision;0;MEUR;0;epsilon;ε
2021;040105;2019;realisation;0;MEUR;0;epsilon;ε
2020;040105;2020;prevision_plf;0;MEUR;0;epsilon;ε
2021;040105;2020;prevision;0;MEUR;0;epsilon;ε
2021;040105;2021;prevision_plf;;MEUR;;sans_objet;-
2011;040106;2009;realisation;;MEUR;;sans_objet;-
2011;040106;2010;prevision;;MEUR;;sans_objet;-
2012;040106;2010;realisation;;MEUR;;sans_objet;-
2011;040106;2011;prevision_plf;13;MEUR;13;chiffre;13
2012;040106;2011;prevision;4;MEUR;4;chiffre;4
2013;040106;2011;realisation;4;MEUR;4;chiffre;4
2012;040106;2012;prevision_plf;4;MEUR;4;chiffre;4
2013;040106;2012;prevision;1;MEUR;1;chiffre;1
2014;040106;2012;realisation;1;MEUR;1;chiffre;1
2013;040106;2013;prevision_plf;;MEUR;;nc;nc
2014;040106;2013;prevision;0;MEUR;0;epsilon;ε
2015;040106;2013;realisation;0;MEUR;0;epsilon;ε
2014;040106;2014;prevision_plf;;MEUR;;nc;nc
2015;040106;2014;prevision;0;MEUR;0;chiffre;0
2016;040106;2014;realisation;0;MEUR;0;epsilon;ε
2015;040106;2015;prevision_plf;;MEUR;;nc;nc
2016;040106;2015;prevision;0;MEUR;0;epsilon;ε
2017;040106;2015;realisation;0;MEUR;0;epsilon;ε
2016;040106;2016;prevision_plf;0;MEUR;0;epsilon;ε
2017;040106;2016;prevision;0;MEUR;0;chiffre;0
2018;040106;2016;realisation;0;MEUR;0;chiffre;0
2017;040106;2017;prevision_plf;;MEUR;;nc;nc
2018;040106;2017;prevision;0;MEUR;0;epsilon;ε
2019;040106;2017;realisation;0;MEUR;0;epsilon;ε
2018;040106;2018;prevision_plf;;MEUR;;nc;nc
2019;040106;2018;prevision;0;MEUR;0;epsilon;ε
2020;040106;2018;realisation;0;MEUR;0;epsilon;ε
2019;040106;2019;prevision_plf;;MEUR;;nc;nc
2020;040106;2019;prevision;0;MEUR;0;epsilon;ε
2021;040106;2019;realisation;0;MEUR;0;epsilon;ε
2020;040106;2020;prevision_plf;0;MEUR;0;epsilon;ε
2021;040106;2020;prevision;0;MEUR;0;epsilon;ε
2021;040106;2021;prevision_plf;;MEUR;;sans_objet;-
2011;040107;2009;realisation;;MEUR;;sans_objet;-
2011;040107;2010;prevision;;MEUR;;sans_objet;-
2012;040107;2010;realisation;;MEUR;;sans_objet;-
2011;040107;2011;prevision_plf;20;MEUR;20;chiffre;20
2012;040107;2011;prevision;20;MEUR;20;chiffre;20
2013;040107;2011;realisation;20;MEUR;20;chiffre;20
2012;040107;2012;prevision_plf;20;MEUR;20;chiffre;20
2013;040107;2012;prevision;7;MEUR;7;chiffre;7
2014;040107;2012;realisation;7;MEUR;7;chiffre;7
2013;040107;2013;prevision_plf;;MEUR;;nc;nc
2014;040107;2013;prevision;7;MEUR;7;chiffre;7
2015;040107;2013;realisation;7;MEUR;7;chiffre;7
2014;040107;2014;prevision_plf;;MEUR;;nc;nc
2015;040107;2014;prevision;5;MEUR;5;chiffre;5
2016;040107;2014;realisation;5;MEUR;5;chiffre;5
2015;040107;2015;prevision_plf;;MEUR;;nc;nc
2016;040107;2015;prevision;5;MEUR;5;chiffre;5
2017;040107;2015;realisation;5;MEUR;5;chiffre;5
2016;040107;2016;prevision_plf;;MEUR;;nc;nc
2017;040107;2016;prevision;2;MEUR;2;chiffre;2
2018;040107;2016;realisation;2;MEUR;2;chiffre;2
2017;040107;2017;prevision_plf;;MEUR;;nc;nc
2018;040107;2017;prevision;1;MEUR;1;chiffre;1
2019;040107;2017;realisation;1;MEUR;1;chiffre;1
2018;040107;2018;prevision_plf;;MEUR;;nc;nc
2019;040107;2018;prevision;1;MEUR;1;chiffre;1
2020;040107;2018;realisation;1;MEUR;1;chiffre;1
2019;040107;2019;prevision_plf;;MEUR;;nc;nc
2020;040107;2019;prevision;1;MEUR;1;chiffre;1
2021;040107;2019;realisation;1;MEUR;1;chiffre;1
2020;040107;2020;prevision_plf;1;MEUR;1;chiffre;1
2021;040107;2020;prevision;1;MEUR;1;chiffre;1
2022;040107;2020;realisation;1;MEUR;1;chiffre;1
2021;040107;2021;prevision_plf;1;MEUR;1;chiffre;1
2022;040107;2021;prevision;1;MEUR;1;chiffre;1
2023;040107;2021;realisation;1;MEUR;1;chiffre;1
2022;040107;2022;prevision_plf;1;MEUR;1;chiffre;1
2023;040107;2022;prevision;1;MEUR;1;chiffre;1
2024;040107;2022;realisation;1;MEUR;1;chiffre;1
2023;040107;2023;prevision_plf;7;MEUR;7;chiffre;7
2024;040107;2023;prevision;5;MEUR;5;chiffre;5
2025;040107;2023;realisation;5;MEUR;5;chiffre;5
2024;040107;2024;prevision_plf;4;MEUR;4;chiffre;4
2025;040107;2024;prevision;3;MEUR;3;chiffre;3
2025;040107;2025;prevision_plf;3;MEUR;3;chiffre;3
2011;040108;2009;realisation;;MEUR;;sans_objet;-
2011;040108;2010;prevision;;MEUR;;sans_objet;-
2012;040108;2010;realisation;;MEUR;;sans_objet;-
2011;040108;2011;prevision_plf;;MEUR;;nc;nc
2012;040108;2011;prevision;9;MEUR;9;chiffre;9
2013;040108;2011;realisation;9;MEUR;9;chiffre;9
2012;040108;2012;prevision_plf;9;MEUR;9;chiffre;9
2013;040108;2012;prevision;20;MEUR;20;chiffre;20
2014;040108;2012;realisation;20;MEUR;20;chiffre;20
2013;040108;2013;prevision_plf;;MEUR;;nc;nc
2014;040108;2013;prevision;20;MEUR;20;chiffre;20
2015;040108;2013;realisation;20;MEUR;20;chiffre;20
2014;040108;2014;prevision_plf;;MEUR;;nc;nc
2015;040108;2014;prevision;23;MEUR;23;chiffre;23
2016;040108;2014;realisation;23;MEUR;23;chiffre;23
2015;040108;2015;prevision_plf;;MEUR;;nc;nc
2016;040108;2015;prevision;23;MEUR;23;chiffre;23
2017;040108;2015;realisation;23;MEUR;23;chiffre;23
2016;040108;2016;prevision_plf;;MEUR;;nc;nc
2017;040108;2016;prevision;25;MEUR;25;chiffre;25
2018;040108;2016;realisation;25;MEUR;25;chiffre;25
2017;040108;2017;prevision_plf;25;MEUR;25;chiffre;25
2018;040108;2017;prevision;20;MEUR;20;chiffre;20
2019;040108;2017;realisation;20;MEUR;20;chiffre;20
2018;040108;2018;prevision_plf;20;MEUR;20;chiffre;20
2019;040108;2018;prevision;22;MEUR;22;chiffre;22
2020;040108;2018;realisation;22;MEUR;22;chiffre;22
2019;040108;2019;prevision_plf;22;MEUR;22;chiffre;22
2020;040108;2019;prevision;23;MEUR;23;chiffre;23
2021;040108;2019;realisation;23;MEUR;23;chiffre;23
2020;040108;2020;prevision_plf;23;MEUR;23;chiffre;23
2021;040108;2020;prevision;28;MEUR;28;chiffre;28
2022;040108;2020;realisation;28;MEUR;28;chiffre;28
2021;040108;2021;prevision_plf;28;MEUR;28;chiffre;28
2022;040108;2021;prevision;14;MEUR;14;chiffre;14
2023;040108;2021;realisation;14;MEUR;14;chiffre;14
2022;040108;2022;prevision_plf;14;MEUR;14;chiffre;14
2023;040108;2022;prevision;14;MEUR;14;chiffre;14
2024;040108;2022;realisation;14;MEUR;14;chiffre;14
2023;040108;2023;prevision_plf;21;MEUR;21;chiffre;21
2024;040108;2023;prevision;20;MEUR;20;chiffre;20
2025;040108;2023;realisation;20;MEUR;20;chiffre;20
2024;040108;2024;prevision_plf;15;MEUR;15;chiffre;15
2025;040108;2024;prevision;5;MEUR;5;chiffre;5
2025;040108;2025;prevision_plf;5;MEUR;5;chiffre;5
2011;040109;2009;realisation;;MEUR;;sans_objet;-
2011;040109;2010;prevision;;MEUR;;sans_objet;-
2012;040109;2010;realisation;;MEUR;;sans_objet;-
2011;040109;2011;prevision_plf;0;MEUR;0;epsilon;ε
2012;040109;2011;prevision;0;MEUR;0;chiffre;0
2013;040109;2011;realisation;0;MEUR;0;epsilon;ε
2012;040109;2012;prevision_plf;;MEUR;;nc;nc
2013;040109;2012;prevision;0;MEUR;0;epsilon;ε
2013;040109;2013;prevision_plf;0;MEUR;0;epsilon;ε
2016;040109;2014;realisation;;MEUR;;sans_objet;-
2016;040109;2015;prevision;1;MEUR;1;chiffre;1
2017;040109;2015;realisation;;MEUR;;nc;nc
2016;040109;2016;prevision_plf;2;MEUR;2;chiffre;2
2017;040109;2016;prevision;;MEUR;;nc;nc
2018;040109;2016;realisation;0;MEUR;0;chiffre;0
2017;040109;2017;prevision_plf;;MEUR;;nc;nc
2018;040109;2017;prevision;2;MEUR;2;chiffre;2
2019;040109;2017;realisation;2;MEUR;2;chiffre;2
2018;040109;2018;prevision_plf;;MEUR;;nc;nc
2019;040109;2018;prevision;3;MEUR;3;chiffre;3
2020;040109;2018;realisation;3;MEUR;3;chiffre;3
2019;040109;2019;prevision_plf;;MEUR;;nc;nc
2020;040109;2019;prevision;3;MEUR;3;chiffre;3
2021;040109;2019;realisation;3;MEUR;3;chiffre;3
2020;040109;2020;prevision_plf;3;MEUR;3;chiffre;3
2021;040109;2020;prevision;3;MEUR;3;chiffre;3
2022;040109;2020;realisation;3;MEUR;3;chiffre;3
2021;040109;2021;prevision_plf;3;MEUR;3;chiffre;3
2022;040109;2021;prevision;0;MEUR;0;epsilon;ε
2023;040109;2021;realisation;0;MEUR;0;epsilon;ε
2022;040109;2022;prevision_plf;0;MEUR;0;epsilon;ε
2023;040109;2022;prevision;0;MEUR;0;epsilon;ε
2024;040109;2022;realisation;0;MEUR;0;epsilon;ε
2023;040109;2023;prevision_plf;1;MEUR;1;chiffre;1
2024;040109;2023;prevision;1;MEUR;1;chiffre;1
2025;040109;2023;realisation;1;MEUR;1;chiffre;1
2024;040109;2024;prevision_plf;0;MEUR;0;epsilon;ε
2025;040109;2024;prevision;0;MEUR;0;epsilon;ε
2025;040109;2025;prevision_plf;0;MEUR;0;epsilon;ε
2018;040110;2016;realisation;;MEUR;;sans_objet;-
2018;040110;2017;prevision;11;MEUR;11;chiffre;11
2019;040110;2017;realisation;0;MEUR;0;epsilon;ε
2018;040110;2018;prevision_plf;11;MEUR;11;chiffre;11
2019;040110;2018;prevision;0;MEUR;0;epsilon;ε
2020;040110;2018;realisation;0;MEUR;0;epsilon;ε
2019;040110;2019;prevision_plf;;MEUR;;nc;nc
2020;040110;2019;prevision;4;MEUR;4;chiffre;4
2021;040110;2019;realisation;4;MEUR;4;chiffre;4
2020;040110;2020;prevision_plf;;MEUR;;nc;nc
2021;040110;2020;prevision;5;MEUR;5;chiffre;5
2022;040110;2020;realisation;5;MEUR;5;chiffre;5
2021;040110;2021;prevision_plf;5;MEUR;5;chiffre;5
2022;040110;2021;prevision;3;MEUR;3;chiffre;3
2023;040110;2021;realisation;3;MEUR;3;chiffre;3
2022;040110;2022;prevision_plf;3;MEUR;3;chiffre;3
2023;040110;2022;prevision;3;MEUR;3;chiffre;3
2024;040110;2022;realisation;3;MEUR;3;chiffre;3
2023;040110;2023;prevision_plf;5;MEUR;5;chiffre;5
2024;040110;2023;prevision;5;MEUR;5;chiffre;5
2025;040110;2023;realisation;5;MEUR;5;chiffre;5
2024;040110;2024;prevision_plf;4;MEUR;4;chiffre;4
2025;040110;2024;prevision;1;MEUR;1;chiffre;1
2025;040110;2025;prevision_plf;1;MEUR;1;chiffre;1
2019;040111;2017;realisation;;MEUR;;sans_objet;-
2019;040111;2018;prevision;;MEUR;;sans_objet;-
2020;040111;2018;realisation;;MEUR;;sans_objet;-
2019;040111;2019;prevision_plf;;MEUR;;nc;nc
2020;040111;2019;prevision;;MEUR;;absent;
2021;040111;2019;realisation;0;MEUR;0;chiffre;0
2020;040111;2020;prevision_plf;1;MEUR;1;chiffre;1
2021;040111;2020;prevision;0;MEUR;0;epsilon;ε
2022;040111;2020;realisation;0;MEUR;0;epsilon;ε
2021;040111;2021;prevision_plf;0;MEUR;0;epsilon;ε
2022;040111;2021;prevision;0;MEUR;0;epsilon;ε
2023;040111;2021;realisation;0;MEUR;0;epsilon;ε
2022;040111;2022;prevision_plf;0;MEUR;0;epsilon;ε
2023;040111;2022;prevision;0;MEUR;0;epsilon;ε
2024;040111;2022;realisation;0;MEUR;0;epsilon;ε
2023;040111;2023;prevision_plf;0;MEUR;0;epsilon;ε
2024;040111;2023;prevision;0;MEUR;0;epsilon;ε
2025;040111;2023;realisation;0;MEUR;0;epsilon;ε
2024;040111;2024;prevision_plf;0;MEUR;0;epsilon;ε
2025;040111;2024;prevision;0;MEUR;0;epsilon;ε
2025;040111;2025;prevision_plf;0;MEUR;0;epsilon;ε
2020;040112;2018;realisation;;MEUR;;sans_objet;-
2020;040112;2019;prevision;;MEUR;;sans_objet;-
2021;040112;2019;realisation;;MEUR;;sans_objet;-
2020;040112;2020;prevision_plf;0;MEUR;0;epsilon;ε
2021;040112;2020;prevision;0;MEUR;0;chiffre;0
2022;040112;2020;realisation;0;MEUR;0;chiffre;0
2021;040112;2021;prevision_plf;;MEUR;;nc;nc
2022;040112;2021;prevision;0;MEUR;0;chiffre;0
2023;040112;2021;realisation;0;MEUR;0;chiffre;0
2022;040112;2022;prevision_plf;;MEUR;;nc;nc
2023;040112;2022;prevision;0;MEUR;0;chiffre;0
2024;040112;2022;realisation;0;MEUR;0;chiffre;0
2023;040112;2023;prevision_plf;0;MEUR;0;chiffre;0
2024;040112;2023;prevision;0;MEUR;0;chiffre;0
2025;040112;2023;realisation;0;MEUR;0;chiffre;0
2024;040112;2024;prevision_plf;0;MEUR;0;chiffre;0
2025;040112;2024;prevision;0;MEUR;0;chiffre;0
2025;040112;2025;prevision_plf;0;MEUR;0;chiffre;0
2021;040113;2019;realisation;;MEUR;;sans_objet;-
2021;040113;2020;prevision;;MEUR;;sans_objet;-
2022;040113;2020;realisation;;MEUR;;sans_objet;-
2021;040113;2021;prevision_plf;;MEUR;;nc;nc
2022;040113;2021;prevision;0;MEUR;0;chiffre;0
2023;040113;2021;realisation;0;MEUR;0;chiffre;0
2022;040113;2022;prevision_plf;;MEUR;;nc;nc
2023;040113;2022;prevision;0;MEUR;0;chiffre;0
2024;040113;2022;realisation;0;MEUR;0;chiffre;0
2023;040113;2023;prevision_plf;0;MEUR;0;chiffre;0
2024;040113;2023;prevision;0;MEUR;0;chiffre;0
2025;040113;2023;realisation;0;MEUR;0;chiffre;0
2024;040113;2024;prevision_plf;0;MEUR;0;chiffre;0
2025;040113;2024;prevision;0;MEUR;0;chiffre;0
2025;040113;2025;prevision_plf;0;MEUR;0;chiffre;0
2007;050101;2005;realisation;260;MEUR;260;chiffre;260
2007;050101;2006;prevision;265;MEUR;265;chiffre;265
2008;050101;2006;realisation;265;MEUR;265;chiffre;265
2007;050101;2007;prevision_plf;275;MEUR;275;chiffre;275
2008;050101;2007;prevision;278;MEUR;278;chiffre;278
2009;050101;2007;realisation;278;MEUR;278;chiffre;278
2008;050101;2008;prevision_plf;291;MEUR;291;chiffre;291
2009;050101;2008;prevision;290;MEUR;290;chiffre;290
2010;050101;2008;realisation;290;MEUR;290;chiffre;290
2009;050101;2009;prevision_plf;320;MEUR;320;chiffre;320
2010;050101;2009;prevision;255;MEUR;255;chiffre;255
2011;050101;2009;realisation;255;MEUR;255;chiffre;255
2010;050101;2010;prevision_plf;;MEUR;;nc;nc
2011;050101;2010;prevision;244;MEUR;244;chiffre;244
2012;050101;2010;realisation;244;MEUR;244;chiffre;244
2011;050101;2011;prevision_plf;;MEUR;;nc;nc
2012;050101;2011;prevision;240;MEUR;240;chiffre;240
2013;050101;2011;realisation;240;MEUR;240;chiffre;240
2012;050101;2012;prevision_plf;;MEUR;;nc;nc
2013;050101;2012;prevision;203;MEUR;203;chiffre;203
2014;050101;2012;realisation;203;MEUR;203;chiffre;203
2013;050101;2013;prevision_plf;;MEUR;;nc;nc
2014;050101;2013;prevision;174;MEUR;174;chiffre;174
2015;050101;2013;realisation;174;MEUR;174;chiffre;174
2014;050101;2014;prevision_plf;;MEUR;;nc;nc
2015;050101;2014;prevision;133;MEUR;133;chiffre;133
2016;050101;2014;realisation;133;MEUR;133;chiffre;133
2015;050101;2015;prevision_plf;;MEUR;;nc;nc
2016;050101;2015;prevision;87;MEUR;87;chiffre;87
2017;050101;2015;realisation;152;MEUR;152;chiffre;152
2016;050101;2016;prevision_plf;;MEUR;;nc;nc
2017;050101;2016;prevision;158;MEUR;158;chiffre;158
2018;050101;2016;realisation;158;MEUR;158;chiffre;158
2017;050101;2017;prevision_plf;203;MEUR;203;chiffre;203
2018;050101;2017;prevision;26;MEUR;26;chiffre;26
2019;050101;2017;realisation;26;MEUR;26;chiffre;26
2018;050101;2018;prevision_plf;;MEUR;;nc;nc
2019;050101;2018;prevision;26;MEUR;26;chiffre;26
2020;050101;2018;realisation;26;MEUR;26;chiffre;26
2019;050101;2019;prevision_plf;;MEUR;;nc;nc
2020;050101;2019;prevision;28;MEUR;28;chiffre;28
2021;050101;2019;realisation;28;MEUR;28;chiffre;28
2020;050101;2020;prevision_plf;28;MEUR;28;chiffre;28
2021;050101;2020;prevision;28;MEUR;28;chiffre;28
2022;050101;2020;realisation;28;MEUR;28;chiffre;28
2021;050101;2021;prevision_plf;28;MEUR;28;chiffre;28
2022;050101;2021;prevision;28;MEUR;28;chiffre;28
2023;050101;2021;realisation;28;MEUR;28;chiffre;28
2022;050101;2022;prevision_plf;28;MEUR;28;chiffre;28
2023;050101;2022;prevision;28;MEUR;28;chiffre;28
2024;050101;2022;realisation;28;MEUR;28;chiffre;28
2023;050101;2023;prevision_plf;28;MEUR;28;chiffre;28
2024;050101;2023;prevision;29;MEUR;29;chiffre;29
2025;050101;2023;realisation;29;MEUR;29;chiffre;29
2024;050101;2024;prevision_plf;29;MEUR;29;chiffre;29
2025;050101;2024;prevision;31;MEUR;31;chiffre;31
2025;050101;2025;prevision_plf;31;MEUR;31;chiffre;31
2007;050102;2005;realisation;6;MEUR;6;chiffre;6
2007;050102;2006;prevision;5;MEUR;5;chiffre;5
2008;050102;2006;realisation;5;MEUR;5;chiffre;5
2007;050102;2007;prevision_plf;4;MEUR;4;chiffre;4
2008;050102;2007;prevision;5;MEUR;5;chiffre;5
2009;050102;2007;realisation;5;MEUR;5;chiffre;5
2008;050102;2008;prevision_plf;4;MEUR;4;chiffre;4
2009;050102;2008;prevision;4;MEUR;4;chiffre;4
2010;050102;2008;realisation;4;MEUR;4;chiffre;4
2009;050102;2009;prevision_plf;4;MEUR;4;chiffre;4
2010;050102;2009;prevision;4;MEUR;4;chiffre;4
2011;050102;2009;realisation;4;MEUR;4;chiffre;4
2010;050102;2010;prevision_plf;;MEUR;;nc;nc
2011;050102;2010;prevision;8;MEUR;8;chiffre;8
2012;050102;2010;realisation;8;MEUR;8;chiffre;8
2011;050102;2011;prevision_plf;;MEUR;;nc;nc
2012;050102;2011;prevision;18;MEUR;18;chiffre;18
2013;050102;2011;realisation;18;MEUR;18;chiffre;18
2012;050102;2012;prevision_plf;;MEUR;;nc;nc
2013;050102;2012;prevision;29;MEUR;29;chiffre;29
2014;050102;2012;realisation;30;MEUR;30;chiffre;30
2013;050102;2013;prevision_plf;;MEUR;;nc;nc
2014;050102;2013;prevision;37;MEUR;37;chiffre;37
2015;050102;2013;realisation;37;MEUR;37;chiffre;37
2014;050102;2014;prevision_plf;;MEUR;;nc;nc
2015;050102;2014;prevision;40;MEUR;40;chiffre;40
2016;050102;2014;realisation;40;MEUR;40;chiffre;40
2015;050102;2015;prevision_plf;;MEUR;;nc;nc
2016;050102;2015;prevision;34;MEUR;34;chiffre;34
2017;050102;2015;realisation;34;MEUR;34;chiffre;34
2016;050102;2016;prevision_plf;;MEUR;;nc;nc
2017;050102;2016;prevision;37;MEUR;37;chiffre;37
2018;050102;2016;realisation;37;MEUR;37;chiffre;37
2017;050102;2017;prevision_plf;;MEUR;;nc;nc
2018;050102;2017;prevision;14;MEUR;14;chiffre;14
2019;050102;2017;realisation;14;MEUR;14;chiffre;14
2018;050102;2018;prevision_plf;;MEUR;;nc;nc
2019;050102;2018;prevision;16;MEUR;16;chiffre;16
2020;050102;2018;realisation;16;MEUR;16;chiffre;16
2019;050102;2019;prevision_plf;;MEUR;;nc;nc
2020;050102;2019;prevision;18;MEUR;18;chiffre;18
2021;050102;2019;realisation;18;MEUR;18;chiffre;18
2020;050102;2020;prevision_plf;18;MEUR;18;chiffre;18
2021;050102;2020;prevision;21;MEUR;21;chiffre;21
2022;050102;2020;realisation;21;MEUR;21;chiffre;21
2021;050102;2021;prevision_plf;21;MEUR;21;chiffre;21
2022;050102;2021;prevision;23;MEUR;23;chiffre;23
2023;050102;2021;realisation;23;MEUR;23;chiffre;23
2022;050102;2022;prevision_plf;23;MEUR;23;chiffre;23
2023;050102;2022;prevision;41;MEUR;41;chiffre;41
2024;050102;2022;realisation;41;MEUR;41;chiffre;41
2023;050102;2023;prevision_plf;41;MEUR;41;chiffre;41
2024;050102;2023;prevision;45;MEUR;45;chiffre;45
2025;050102;2023;realisation;45;MEUR;45;chiffre;45
2024;050102;2024;prevision_plf;45;MEUR;45;chiffre;45
2025;050102;2024;prevision;53;MEUR;53;chiffre;53
2025;050102;2025;prevision_plf;53;MEUR;53;chiffre;53
2007;050103;2005;realisation;6;MEUR;6;chiffre;6
2007;050103;2006;prevision;5;MEUR;5;chiffre;5
2008;050103;2006;realisation;5;MEUR;5;chiffre;5
2007;050103;2007;prevision_plf;5;MEUR;5;chiffre;5
2008;050103;2007;prevision;3;MEUR;3;chiffre;3
2009;050103;2007;realisation;3;MEUR;3;chiffre;3
2008;050103;2008;prevision_plf;3;MEUR;3;chiffre;3
2009;050103;2008;prevision;3;MEUR;3;chiffre;3
